cik,ticker,company_name,period_end,fiscal_year,fiscal_quarter,revenue,cogs,gross_profit,gross_margin,operating_income,operating_margin,rd_expense,rd_intensity,sga_expense,sga_intensity,data_source,replicability_score,text_source,post,post_x_replicability,ln_revenue
1773383,DT,"Dynatrace, Inc.",2020-09-30,2020,3,168586000,30711000.0,137875000.0,0.8178,22831000.0,0.1354,27512000.0,0.1632,22110000.0,0.1311,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,18.942956563310858
1773383,DT,"Dynatrace, Inc.",2020-12-31,2020,4,182911000,33120000.0,149791000.0,0.8189,24107000.0,0.1318,28730000.0,0.1571,23442000.0,0.1282,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.02451025370681
1773383,DT,"Dynatrace, Inc.",2021-06-30,2021,2,209740000,38833000.0,170907000.0,0.8149,21212000.0,0.1011,34725000.0,0.1656,26922000.0,0.1284,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.161379226370535
1773383,DT,"Dynatrace, Inc.",2021-09-30,2021,3,226354000,41667000.0,184687000.0,0.8159,21251000.0,0.0939,37908000.0,0.1675,31689000.0,0.14,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.237610703437394
1773383,DT,"Dynatrace, Inc.",2021-12-31,2021,4,240766000,44460000.0,196306000.0,0.8153,21215000.0,0.0881,40876000.0,0.1698,32643000.0,0.1356,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.299336065416554
1773383,DT,"Dynatrace, Inc.",2022-06-30,2022,2,267273000,51798000.0,215475000.0,0.8062,19094000.0,0.0714,49411000.0,0.1849,34734000.0,0.13,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.403781165906274
1773383,DT,"Dynatrace, Inc.",2022-09-30,2022,3,279326000,55704000.0,223622000.0,0.8006,20399000.0,0.073,52905000.0,0.1894,38397000.0,0.1375,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,0,0.0,19.44789011645034
1773383,DT,"Dynatrace, Inc.",2022-12-31,2022,4,297456000,55824000.0,241632000.0,0.8123,33887000.0,0.1139,54531000.0,0.1833,34354000.0,0.1155,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.510776872852137
1773383,DT,"Dynatrace, Inc.",2023-06-30,2023,2,332886000,62344000.0,270542000.0,0.8127,34288000.0,0.103,66282000.0,0.1991,39095000.0,0.1174,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.623310646989857
1773383,DT,"Dynatrace, Inc.",2023-09-30,2023,3,351700000,64367000.0,287333000.0,0.817,35269000.0,0.1003,74084000.0,0.2106,44748000.0,0.1272,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.67828909744421
1773383,DT,"Dynatrace, Inc.",2023-12-31,2023,4,365096000,67869000.0,297227000.0,0.8141,35720000.0,0.0978,80102000.0,0.2194,43231000.0,0.1184,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.715670890663358
1773383,DT,"Dynatrace, Inc.",2024-06-30,2024,2,399220000,74753000.0,324467000.0,0.8128,42029000.0,0.1053,87578000.0,0.2194,44978000.0,0.1127,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.805023201347012
1773383,DT,"Dynatrace, Inc.",2024-09-30,2024,3,418129000,77784000.0,340345000.0,0.814,47026000.0,0.1125,95366000.0,0.2281,48953000.0,0.1171,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.851300555318197
1773383,DT,"Dynatrace, Inc.",2024-12-31,2024,4,436169000,82561000.0,353608000.0,0.8107,47464000.0,0.1088,98343000.0,0.2255,49354000.0,0.1132,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.893540340889043
1773383,DT,"Dynatrace, Inc.",2025-06-30,2025,2,477349000,85209000.0,392140000.0,0.8215,62338000.0,0.1306,108172000.0,0.2266,56304000.0,0.118,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,19.983758437507202
1773383,DT,"Dynatrace, Inc.",2025-09-30,2025,3,493849000,89764000.0,404085000.0,0.8182,72969000.0,0.1478,114992000.0,0.2328,48437000.0,0.0981,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,20.017740360410013
1773383,DT,"Dynatrace, Inc.",2025-12-31,2025,4,515473000,95836000.0,419637000.0,0.8141,72738000.0,0.1411,120569000.0,0.2339,52260000.0,0.1014,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.33,wayback,1,0.33,20.060595483715943
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2019-03-31,2019,1,4352081,2221237.0,2130844.0,0.4896,46450.0,0.0107,383421.0,0.0881,465386.0,0.1069,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,15.286164679477064
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2019-06-30,2019,2,1345805,1171405.0,174400.0,0.1296,-1949165.0,-1.4483,487738.0,0.3624,521268.0,0.3873,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.11250290499175
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2019-09-30,2019,3,2198401,1172942.0,1025459.0,0.4665,-1131901.0,-0.5149,273555.0,0.1244,479265.0,0.218,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.603240835886337
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2020-03-31,2020,1,990945,1646433.0,-655488.0,-0.6615,-2087915.0,-2.107,40639.0,0.041,1251936.0,1.2634,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,13.806414312276512
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2020-06-30,2020,2,1982142,1794679.0,187463.0,0.0946,-1427056.0,-0.72,149566.0,0.0755,1342480.0,0.6773,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.499688636108933
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2020-09-30,2020,3,1281949,1529052.0,-247103.0,-0.1928,-2706843.0,-2.1115,21583.0,0.0168,2264960.0,1.7668,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.06389213408018
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2021-03-31,2021,1,2154754,1651780.0,502974.0,0.2334,-1822300.0,-0.8457,359127.0,0.1667,1654346.0,0.7678,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.58318712187177
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2021-06-30,2021,2,648668,918427.0,-269759.0,-0.4159,-2948468.0,-4.5454,468561.0,0.7223,1858896.0,2.8657,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,13.382676308556324
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2021-09-30,2021,3,1740457,1668796.0,71661.0,0.0412,-2446493.0,-1.4057,332469.0,0.191,1823865.0,1.0479,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.36965828038406
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2022-03-31,2022,1,1439316,1217250.0,222066.0,0.1543,-2641618.0,-1.8353,436717.0,0.3034,2143073.0,1.489,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,14.179678558703946
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2022-06-30,2022,2,3617142,2334528.0,1282614.0,0.3546,-1394475.0,-0.3855,530339.0,0.1466,1770764.0,0.4895,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,15.101194769218084
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2022-09-30,2022,3,4022238,2922686.0,1099552.0,0.2734,-1869018.0,-0.4647,329424.0,0.0819,2342089.0,0.5823,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,0,0.0,15.20734902210402
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2023-03-31,2023,1,2644288,2107116.0,537172.0,0.2031,-2146798.0,-0.8119,404885.0,0.1531,1971508.0,0.7456,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,14.787912399891617
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2023-06-30,2023,2,1770059,1528722.0,241337.0,0.1363,-3148250.0,-1.7786,537801.0,0.3038,2550709.0,1.441,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,14.386523437327803
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2023-09-30,2023,3,1530923,1304335.0,226588.0,0.148,-2970977.0,-1.9406,450006.0,0.2939,2394173.0,1.5639,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,14.2413813794495
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2024-03-31,2024,1,1070680,976048.0,94632.0,0.0884,-2761046.0,-2.5788,382142.0,0.3569,1920050.0,1.7933,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,13.883804518603263
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2024-06-30,2024,2,1510496,1725060.0,-214564.0,-0.142,-3216416.0,-2.1294,390000.0,0.2582,1899396.0,1.2575,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,14.227948631675599
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2024-09-30,2024,3,3238910,2319811.0,919099.0,0.2838,-1920280.0,-0.5929,396610.0,0.1225,1971358.0,0.6086,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,14.990747411413606
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2025-03-31,2025,1,4952185,3638526.0,1313659.0,0.2653,-1789628.0,-0.3614,424431.0,0.0857,2383881.0,0.4814,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,15.415339451291725
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2025-06-30,2025,2,5736041,4217085.0,1518956.0,0.2648,-3440683.0,-0.5998,307339.0,0.0536,4234660.0,0.7383,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,15.562279809074262
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",2025-09-30,2025,3,6877283,4360881.0,2516402.0,0.3659,-1115980.0,-0.1623,115080.0,0.0167,3263523.0,0.4745,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.2769,wayback,1,0.2769,15.743734219120237
1688568,DXC,DXC Technology Co,2019-06-30,2019,2,4890000000,3622000000.0,1268000000.0,0.2593,652000000.0,0.1333,,,507000000.0,0.1037,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.31045814043319
1688568,DXC,DXC Technology Co,2019-09-30,2019,3,4851000000,3679000000.0,1172000000.0,0.2416,529000000.0,0.109,,,489000000.0,0.1008,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.30245070620949
1688568,DXC,DXC Technology Co,2019-12-31,2019,4,5021000000,3827000000.0,1194000000.0,0.2378,528000000.0,0.1052,,,518000000.0,0.1032,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.33689495399898
1688568,DXC,DXC Technology Co,2020-06-30,2020,2,4502000000,3629000000.0,873000000.0,0.1939,190000000.0,0.0422,,,539000000.0,0.1197,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.227787579430952
1688568,DXC,DXC Technology Co,2020-09-30,2020,3,4554000000,3563000000.0,991000000.0,0.2176,283000000.0,0.0621,,,539000000.0,0.1184,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.239271804587958
1688568,DXC,DXC Technology Co,2020-12-31,2020,4,4288000000,3333000000.0,955000000.0,0.2227,300000000.0,0.07,,,517000000.0,0.1206,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.17908626071491
1688568,DXC,DXC Technology Co,2021-06-30,2021,2,4141000000,3255000000.0,886000000.0,0.214,332000000.0,0.0802,,,383000000.0,0.0925,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.14420314150984
1688568,DXC,DXC Technology Co,2021-09-30,2021,3,4027000000,3088000000.0,939000000.0,0.2332,346000000.0,0.0859,,,370000000.0,0.0919,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.116287518815728
1688568,DXC,DXC Technology Co,2021-12-31,2021,4,4089000000,3179000000.0,910000000.0,0.2225,355000000.0,0.0868,,,340000000.0,0.0831,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.131566278328915
1688568,DXC,DXC Technology Co,2022-06-30,2022,2,3707000000,2930000000.0,777000000.0,0.2096,259000000.0,0.0699,,,349000000.0,0.0941,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,22.033488761115006
1688568,DXC,DXC Technology Co,2022-09-30,2022,3,3566000000,2775000000.0,791000000.0,0.2218,269000000.0,0.0754,,,324000000.0,0.0909,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,0,0.0,21.99471035638736
1688568,DXC,DXC Technology Co,2022-12-31,2022,4,3566000000,2799000000.0,767000000.0,0.2151,309000000.0,0.0867,,,315000000.0,0.0883,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.99471035638736
1688568,DXC,DXC Technology Co,2023-06-30,2023,2,3446000000,2719000000.0,727000000.0,0.211,224000000.0,0.065,,,327000000.0,0.0949,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.96047997505215
1688568,DXC,DXC Technology Co,2023-09-30,2023,3,3436000000,2633000000.0,803000000.0,0.2337,251000000.0,0.0731,,,328000000.0,0.0955,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.95757384106842
1688568,DXC,DXC Technology Co,2023-12-31,2023,4,3399000000,2636000000.0,763000000.0,0.2245,256000000.0,0.0753,,,294000000.0,0.0865,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.94674710766039
1688568,DXC,DXC Technology Co,2024-06-30,2024,2,3236000000,2526000000.0,710000000.0,0.2194,224000000.0,0.0692,,,301000000.0,0.093,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.897603836142657
1688568,DXC,DXC Technology Co,2024-09-30,2024,3,3241000000,2427000000.0,814000000.0,0.2512,279000000.0,0.0861,,,353000000.0,0.1089,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.899147761105823
1688568,DXC,DXC Technology Co,2024-12-31,2024,4,3225000000,2416000000.0,809000000.0,0.2509,286000000.0,0.0887,,,335000000.0,0.1039,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.894198787194146
1688568,DXC,DXC Technology Co,2025-06-30,2025,2,3159000000,2388000000.0,771000000.0,0.2441,216000000.0,0.0684,,,394000000.0,0.1247,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.87352135876636
1688568,DXC,DXC Technology Co,2025-09-30,2025,3,3161000000,2383000000.0,778000000.0,0.2461,254000000.0,0.0804,,,366000000.0,0.1158,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.874154270179893
1688568,DXC,DXC Technology Co,2025-12-31,2025,4,3194000000,2435000000.0,759000000.0,0.2376,263000000.0,0.0823,,,309000000.0,0.0967,Revenues; CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization; OperatingIncomeLoss,0.3173,wayback,1,0.3173,21.884539886739233
1066194,EGAN,EGAIN Corp,2019-03-31,2019,1,17004000,5297000.0,11707000.0,0.6885,1789000.0,0.1052,3622000.0,0.213,1976000.0,0.1162,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.648959168460816
1066194,EGAN,EGAIN Corp,2019-06-30,2019,2,16823000,,,,851000.0,0.0506,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.638257555701298
1066194,EGAN,EGAIN Corp,2019-09-30,2019,3,17190000,5315000.0,11875000.0,0.6908,1095000.0,0.0637,3998000.0,0.2326,2044000.0,0.1189,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.659838377359034
1066194,EGAN,EGAIN Corp,2019-12-31,2019,4,18155000,5244000.0,12911000.0,0.7112,2002000.0,0.1103,4052000.0,0.2232,2036000.0,0.1121,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.714456562830573
1066194,EGAN,EGAIN Corp,2020-03-31,2020,1,18354000,5500000.0,12854000.0,0.7003,1757000.0,0.0957,4205000.0,0.2291,1828000.0,0.0996,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.725358092361095
1066194,EGAN,EGAIN Corp,2020-06-30,2020,2,19030000,,,,2553000.0,0.1342,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.761527239272333
1066194,EGAN,EGAIN Corp,2020-09-30,2020,3,19063000,4631000.0,14432000.0,0.7571,2352000.0,0.1234,4505000.0,0.2363,1944000.0,0.102,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.763259841496115
1066194,EGAN,EGAIN Corp,2020-12-31,2020,4,19233000,4711000.0,14522000.0,0.7551,1896000.0,0.0986,4508000.0,0.2344,1852000.0,0.0963,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.772138111637503
1066194,EGAN,EGAIN Corp,2021-03-31,2021,1,19743000,4846000.0,14897000.0,0.7545,1577000.0,0.0799,4371000.0,0.2214,2022000.0,0.1024,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.798309556106364
1066194,EGAN,EGAIN Corp,2021-06-30,2021,2,20248000,,,,1514000.0,0.0748,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.823566581207096
1066194,EGAN,EGAIN Corp,2021-09-30,2021,3,21451000,5298000.0,16153000.0,0.753,691000.0,0.0322,5609000.0,0.2615,2449000.0,0.1142,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.881281822298238
1066194,EGAN,EGAIN Corp,2021-12-31,2021,4,23093000,6101000.0,16992000.0,0.7358,-630000.0,-0.0273,6186000.0,0.2679,3281000.0,0.1421,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.955040099266032
1066194,EGAN,EGAIN Corp,2022-03-31,2022,1,23904000,6537000.0,17367000.0,0.7265,-476000.0,-0.0199,6193000.0,0.2591,2957000.0,0.1237,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.98955636691468
1066194,EGAN,EGAIN Corp,2022-06-30,2022,2,23503000,,,,-1723000.0,-0.0733,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,0,0.0,16.972638630541066
1066194,EGAN,EGAIN Corp,2022-09-30,2022,3,24763000,6282000.0,18481000.0,0.7463,-670000.0,-0.0271,6874000.0,0.2776,2818000.0,0.1138,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,0,0.0,17.024861161607404
1066194,EGAN,EGAIN Corp,2022-12-31,2022,4,25600000,6752000.0,18848000.0,0.7362,213000.0,0.0083,7188000.0,0.2808,2552000.0,0.0997,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,17.05810290944979
1066194,EGAN,EGAIN Corp,2023-03-31,2023,1,23013000,7595000.0,15418000.0,0.67,-512000.0,-0.0222,6687000.0,0.2906,2406000.0,0.1045,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.951569831609543
1066194,EGAN,EGAIN Corp,2023-06-30,2023,2,24635000,,,,2358000.0,0.0957,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,1,0.5055,17.0196787539602
1066194,EGAN,EGAIN Corp,2023-09-30,2023,3,24176000,6838000.0,17338000.0,0.7172,1416000.0,0.0586,6632000.0,0.2743,3186000.0,0.1318,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,17.00087096349466
1066194,EGAN,EGAIN Corp,2023-12-31,2023,4,23815000,6990000.0,16825000.0,0.7065,2425000.0,0.1018,6660000.0,0.2797,2391000.0,0.1004,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.985826192217097
1066194,EGAN,EGAIN Corp,2024-03-31,2024,1,22350000,6858000.0,15492000.0,0.6932,938000.0,0.042,6655000.0,0.2978,2451000.0,0.1097,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.922336879023852
1066194,EGAN,EGAIN Corp,2024-06-30,2024,2,22462000,,,,1192000.0,0.0531,,,,,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.92733555050512
1066194,EGAN,EGAIN Corp,2024-09-30,2024,3,21799000,6666000.0,15133000.0,0.6942,509000.0,0.0233,7421000.0,0.3404,2443000.0,0.1121,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.89737465514755
1066194,EGAN,EGAIN Corp,2024-12-31,2024,4,22389000,6680000.0,15709000.0,0.7016,650000.0,0.029,7708000.0,0.3443,2100000.0,0.0938,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.924080324781634
1066194,EGAN,EGAIN Corp,2025-03-31,2025,1,21009000,6723000.0,14286000.0,0.68,27000.0,0.0013,7514000.0,0.3577,2041000.0,0.0971,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.860461475305765
1066194,EGAN,EGAIN Corp,2025-09-30,2025,3,23508000,5831000.0,17677000.0,0.752,2833000.0,0.1205,7315000.0,0.3112,3500000.0,0.1489,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.972851346714677
1066194,EGAN,EGAIN Corp,2025-12-31,2025,4,22979000,6172000.0,16807000.0,0.7314,2046000.0,0.089,7277000.0,0.3167,2310000.0,0.1005,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.5055,wayback,1,0.5055,16.950091313337072
1023731,EGHT,8X8 INC /DE/,2019-03-31,2019,1,93767000,,,,-27425000.0,-0.2925,18064000.0,0.1926,20365000.0,0.2172,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.4474,wayback,0,0.0,18.356323539709226
1023731,EGHT,8X8 INC /DE/,2019-06-30,2019,2,96675000,,,,-32553000.0,-0.3367,18331000.0,0.1896,19607000.0,0.2028,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.4474,wayback,0,0.0,18.386865395457637
1023731,EGHT,8X8 INC /DE/,2019-09-30,2019,3,109517000,,,,-37944000.0,-0.3465,19434000.0,0.1775,20435000.0,0.1866,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.4474,wayback,0,0.0,18.511590346312172
